CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,MaritalStatus,Complain,OrderCount,DaySinceLastOrder
50056,0,4,Phone,1,Credit Card,Female,3,3,2,Divorced,1,1,2
50057,0,,Phone,1,CC,Female,3,3,4,Single,0,1,2
50058,1,4,Phone,3,E wallet,Female,,3,4,Single,1,1,2
50059,0,23,Phone,1,Credit Card,Male,2,4,3,Divorced,0,1,2
50060,0,26,Phone,1,Credit Card,Female,2,2,5,Married,0,1,3
50061,0,6,Phone,1,CC,Female,,3,4,Divorced,0,1,6
50062,0,13,Mobile Phone,1,Credit Card,Female,2,3,3,Divorced,0,9,9
50063,0,28,Mobile Phone,1,Credit Card,Male,3,2,4,Single,0,2,15
50064,0,7,Computer,1,Debit Card,Male,2,4,3,Divorced,0,1,9
50065,0,24,Mobile Phone,1,Credit Card,Female,3,3,4,Single,0,,0
50066,0,25,Mobile Phone,1,Debit Card,Male,3,4,3,Divorced,0,11,9
50067,0,,Phone,1,CC,Female,2,3,4,Single,0,1,3
50068,1,0,Mobile Phone,1,Debit Card,Male,2,4,3,Divorced,1,1,1
50069,0,,Computer,1,CC,Male,2,2,2,Married,0,2,2
50070,0,18,Computer,1,Credit Card,Male,3,4,2,Divorced,0,11,8
50071,0,10,Phone,1,Debit Card,Male,3,2,5,Divorced,1,1,7
50072,0,8,Computer,1,Credit Card,Female,2,3,4,Single,0,1,2
50073,0,15,Computer,1,Credit Card,Female,2,3,3,Married,0,1,2
50074,0,11,Mobile Phone,1,Debit Card,Male,2,3,3,Divorced,0,1,0
50075,0,11,Mobile Phone,1,COD,Male,2,3,2,Divorced,0,1,7
50076,0,0,Computer,1,COD,Male,2,4,5,Divorced,0,2,0
50077,0,22,Computer,1,Debit Card,Male,3,3,2,Married,1,1,7
50078,0,7,Computer,1,Credit Card,Male,2,3,3,Married,1,2,0
50079,0,13,Phone,1,CC,Male,,3,2,Divorced,1,3,7
50080,1,1,Mobile Phone,1,Credit Card,Male,3,3,5,Divorced,1,1,0
50081,1,0,Mobile Phone,3,E wallet,Female,2,3,2,Divorced,0,1,9
50082,0,0,Phone,1,Debit Card,Male,2,2,4,Married,1,2,2
50083,0,,Computer,1,CC,Female,3,3,2,Single,0,1,7
50084,0,13,Computer,1,Debit Card,Male,3,4,2,Divorced,0,1,2
50085,0,19,Mobile Phone,1,Credit Card,Male,3,3,5,Married,0,1,3
50086,1,0,Mobile Phone,3,Credit Card,Male,2,5,2,Divorced,0,9,8
50087,0,3,Computer,1,Debit Card,Male,2,4,3,Single,0,5,8
50088,0,0,Computer,3,Debit Card,Female,2,3,3,Single,0,1,7
50089,0,24,Mobile Phone,1,Debit Card,Male,2,4,4,Divorced,0,4,
50090,1,0,Phone,1,COD,Female,2,3,5,Single,1,1,4
50091,0,14,Mobile Phone,3,Debit Card,Female,3,3,2,Single,1,,0
50092,1,0,Computer,3,E wallet,Female,2,4,5,Single,0,1,1
50093,1,,Phone,1,Cash on Delivery,Male,2,3,3,Single,0,1,5
50094,0,18,Computer,3,Credit Card,Female,2,4,2,Single,0,12,8
50095,0,27,Mobile Phone,3,E wallet,Female,2,3,5,Divorced,0,1,5
50096,0,9,Mobile Phone,1,Debit Card,Male,3,3,4,Single,0,3,7
50097,0,6,Phone,1,CC,Female,2,4,4,Divorced,0,1,1
50098,0,10,Computer,1,UPI,Male,2,3,2,Married,1,1,
50099,0,11,Mobile Phone,3,Debit Card,Male,3,3,3,Married,0,5,13
50100,0,4,Computer,1,Credit Card,Male,2,5,3,Divorced,0,1,4
50101,0,,Phone,1,Debit Card,Male,3,4,2,Divorced,0,1,0
50102,0,10,Computer,3,E wallet,Male,2,3,2,Married,0,5,8
50103,0,2,Computer,3,Credit Card,Female,2,3,2,Divorced,0,4,1
50104,0,8,Computer,3,E wallet,Female,3,3,3,Single,0,1,8
50105,1,0,Phone,1,CC,Male,2,4,2,Single,1,1,1
50106,0,25,Phone,1,Debit Card,Female,2,4,2,Single,0,2,2
50107,0,15,Mobile Phone,1,Cash on Delivery,Male,2,3,2,Divorced,0,11,15
50108,0,,Phone,2,CC,Male,2,3,3,Divorced,0,2,2
50109,0,23,Mobile Phone,3,Credit Card,Female,3,3,2,Married,0,1,6
50110,1,0,Phone,1,CC,Male,2,3,2,Divorced,1,1,4
50111,0,16,Mobile Phone,3,E wallet,Female,3,3,2,Divorced,1,,9
50112,1,0,Phone,1,Debit Card,Female,,3,5,Divorced,0,1,7
50113,0,25,Computer,3,Debit Card,Male,3,4,3,Single,1,15,12
50114,0,5,Phone,3,Debit Card,Female,2,3,4,Divorced,0,1,2
50115,1,0,Phone,1,Debit Card,Male,3,4,3,Single,1,1,2
50116,0,,Phone,1,CC,Female,3,3,3,Married,0,1,2
50117,0,5,Computer,3,E wallet,Male,3,3,2,Divorced,0,2,2
50118,0,14,Phone,1,Debit Card,Male,,3,5,Married,0,1,0
50119,0,13,Phone,1,COD,Male,3,3,2,Married,0,4,7
50120,0,18,Mobile Phone,1,UPI,Male,3,2,2,Divorced,0,1,7
50121,0,4,Computer,1,Credit Card,Male,3,3,3,Married,0,,2
50122,0,6,Phone,1,Debit Card,Female,,4,2,Divorced,0,1,2
50123,0,7,Mobile Phone,1,Debit Card,Male,2,4,5,Divorced,0,5,9
50124,0,10,Phone,1,Credit Card,Female,2,4,5,Divorced,0,1,2
50125,0,18,Computer,1,Debit Card,Male,3,2,3,Divorced,0,1,2
50126,1,0,Computer,1,Credit Card,Male,3,3,3,Married,0,1,0
50127,0,12,Computer,1,Cash on Delivery,Female,3,3,3,Single,0,11,
50128,0,2,Phone,1,Debit Card,Male,2,3,2,Single,0,1,5
50129,0,15,Mobile Phone,1,Debit Card,Female,2,2,5,Single,1,1,2
50130,0,2,Mobile Phone,3,E wallet,Male,2,3,2,Married,0,1,2
50131,0,0,Phone,1,Debit Card,Female,3,3,3,Divorced,0,1,2
50132,0,15,Phone,1,CC,Female,2,4,5,Married,1,7,8
50133,0,13,Mobile Phone,1,Credit Card,Male,2,3,3,Married,0,3,9
50134,0,24,Phone,1,Debit Card,Male,,3,2,Divorced,0,1,0
50135,1,0,Computer,1,CC,Male,3,4,4,Single,0,1,4
50136,0,5,Computer,1,Debit Card,Male,,2,4,Divorced,0,1,3
50137,0,11,Computer,3,Debit Card,Male,2,4,2,Divorced,0,7,5
50138,0,,Phone,1,Cash on Delivery,Male,2,4,5,Single,0,1,4
50139,0,19,Mobile Phone,3,Cash on Delivery,Female,3,5,4,Divorced,1,7,7
50140,1,0,Phone,1,Debit Card,Male,3,3,3,Single,0,1,0
50141,0,2,Mobile Phone,3,Credit Card,Male,3,4,4,Divorced,0,1,0
50142,0,4,Mobile Phone,1,Credit Card,Male,3,4,2,Divorced,0,7,8
50143,0,0,Computer,1,Debit Card,Male,2,2,5,Married,0,1,5
50144,0,18,Mobile Phone,1,Credit Card,Male,3,3,2,Divorced,1,,10
50145,0,9,Phone,1,Debit Card,Male,2,3,2,Divorced,0,10,11
50146,0,28,Mobile Phone,1,Credit Card,Male,2,3,5,Single,1,4,13
50147,1,10,Computer,1,Debit Card,Male,2,3,4,Divorced,1,9,
50148,0,,Phone,1,CC,Male,3,3,2,Divorced,0,1,4
50149,0,10,Mobile Phone,3,Credit Card,Male,3,3,2,Divorced,0,1,1
50150,0,0,Phone,1,CC,Male,3,4,3,Single,0,1,0
50151,0,10,Computer,1,Credit Card,Female,0,3,2,Married,1,,2
50152,0,2,Mobile Phone,1,Debit Card,Female,3,2,4,Married,0,6,
50153,0,11,Mobile Phone,3,Credit Card,Female,2,2,5,Married,1,7,7
50154,0,0,Computer,1,Debit Card,Female,2,3,4,Married,0,1,4
50155,0,23,Mobile Phone,1,Debit Card,Male,3,3,4,Married,0,1,6
50156,0,26,Mobile Phone,1,Credit Card,Male,2,3,3,Divorced,1,1,3
50157,0,15,Phone,3,Debit Card,Male,2,3,3,Divorced,0,11,6
50158,0,2,Computer,3,Debit Card,Male,2,3,2,Single,0,1,9
50159,0,28,Mobile Phone,1,COD,Male,2,3,2,Divorced,1,1,8
50160,0,0,Computer,1,Credit Card,Male,2,3,5,Divorced,1,3,3
50161,0,,Phone,1,Debit Card,Female,2,3,2,Single,0,5,7
50162,1,7,Computer,1,Debit Card,Male,,3,3,Married,1,1,0
50163,0,11,Mobile Phone,1,Debit Card,Male,2,3,2,Married,0,1,2
50164,1,0,Phone,1,CC,Male,2,3,4,Married,1,1,2
50165,0,1,Phone,1,Debit Card,Female,3,3,2,Single,0,1,2
50166,0,22,Computer,1,Debit Card,Female,2,3,5,Single,1,1,2
50167,0,9,Phone,1,COD,Male,1,3,4,Single,0,7,7
50168,0,4,Computer,3,E wallet,Female,,3,4,Married,0,2,2
50169,1,0,Mobile Phone,3,E wallet,Male,2,4,2,Single,1,7,4
50170,0,10,Computer,1,CC,Male,2,3,2,Divorced,1,1,2
50171,0,15,Computer,3,E wallet,Female,3,3,4,Divorced,0,,8
50172,1,,Mobile Phone,1,Debit Card,Male,2,3,3,Single,0,1,0
50173,0,8,Mobile Phone,3,E wallet,Male,3,3,4,Divorced,0,6,9
50174,0,9,Computer,1,Debit Card,Male,2,2,2,Divorced,0,1,0
50175,0,24,Mobile Phone,1,Credit Card,Male,2,5,4,Married,0,1,2
50176,0,14,Mobile Phone,3,Debit Card,Male,2,3,4,Single,0,,4
50177,0,0,Mobile Phone,3,Credit Card,Female,3,4,3,Single,0,1,0
50178,0,1,Mobile Phone,1,Credit Card,Male,3,2,5,Single,0,1,7
50179,0,4,Mobile Phone,3,COD,Male,3,2,2,Divorced,0,7,7
50180,0,12,Mobile Phone,1,Credit Card,Male,2,2,2,Married,0,3,7
50181,0,9,Computer,1,Debit Card,Female,2,3,4,Divorced,0,1,8
50182,0,5,Mobile Phone,3,Debit Card,Male,3,4,3,Divorced,0,4,8
50183,0,11,Mobile Phone,1,Debit Card,Female,2,4,4,Divorced,0,1,
50184,0,30,Computer,1,Debit Card,Male,2,5,3,Married,1,1,2
50185,0,4,Phone,1,COD,Male,2,3,2,Divorced,1,1,3
50186,0,4,Mobile Phone,2,UPI,Male,3,4,5,Divorced,0,1,0
50187,0,18,Computer,1,Debit Card,Male,3,3,5,Married,0,9,11
50188,0,4,Phone,1,Debit Card,Male,,3,2,Married,1,2,2
50189,0,6,Computer,1,Debit Card,Female,3,3,4,Divorced,0,8,
50190,0,12,Mobile Phone,1,Credit Card,Male,2,3,5,Divorced,1,11,10
50191,0,16,Computer,1,Debit Card,Female,2,3,2,Single,0,1,7
50192,0,22,Mobile Phone,1,Cash on Delivery,Female,2,4,3,Single,1,,7
50193,1,15,Phone,1,Credit Card,Male,2,4,4,Divorced,0,7,7
50194,0,0,Phone,1,Debit Card,Female,2,3,4,Single,1,1,2
50195,0,5,Mobile Phone,3,COD,Female,3,4,4,Divorced,1,11,9
50196,0,0,Phone,3,Debit Card,Male,3,3,3,Single,1,1,4
50197,0,4,Mobile Phone,3,E wallet,Male,3,3,2,Married,0,1,7
50198,0,5,Mobile Phone,1,Credit Card,Female,3,2,2,Single,0,1,7
50199,1,0,Phone,1,CC,Male,2,5,2,Divorced,1,2,2
50200,0,3,Mobile Phone,1,Credit Card,Female,3,3,2,Divorced,0,1,9
50201,0,4,Computer,1,Debit Card,Female,2,4,3,Divorced,0,8,9
50202,0,12,Computer,1,Credit Card,Male,2,4,2,Divorced,0,13,3
50203,1,2,Mobile Phone,3,Credit Card,Female,2,3,3,Divorced,1,1,0
50204,0,6,Computer,3,E wallet,Male,2,4,2,Single,0,1,1
50205,0,20,Mobile Phone,1,Debit Card,Male,2,3,3,Divorced,0,1,1
50206,0,16,Computer,1,Debit Card,Female,2,4,3,Married,0,1,0
50207,0,0,Computer,3,E wallet,Male,3,3,4,Divorced,1,1,4
50208,0,27,Computer,1,Debit Card,Female,2,3,3,Single,0,1,3
50209,0,16,Mobile Phone,1,Debit Card,Female,2,3,5,Divorced,0,1,0
50210,0,18,Phone,1,UPI,Male,3,3,2,Divorced,0,9,8
50211,0,13,Mobile Phone,3,Credit Card,Male,2,5,2,Divorced,1,1,2
50212,1,,Phone,1,UPI,Male,3,5,5,Divorced,1,1,7
50213,0,2,Phone,1,UPI,Male,1,4,2,Single,0,2,2
50214,0,3,Mobile Phone,3,E wallet,Female,1,4,3,Married,0,1,2
50215,0,0,Mobile Phone,3,E wallet,Female,2,3,4,Divorced,0,1,7
50216,0,10,Mobile Phone,1,Credit Card,Male,3,3,2,Married,0,1,4
50217,0,11,Mobile Phone,1,Debit Card,Male,3,4,2,Married,1,2,
50218,0,4,Mobile Phone,1,Credit Card,Female,2,3,2,Single,1,4,10
50219,0,2,Mobile Phone,3,E wallet,Female,2,4,4,Married,1,1,7
50220,0,8,Mobile Phone,1,COD,Male,3,3,4,Single,0,1,13
50221,0,0,Phone,1,Debit Card,Male,,3,2,Married,0,1,2
50222,0,14,Mobile Phone,1,Credit Card,Male,3,4,4,Single,1,1,2
50223,0,20,Computer,3,CC,Male,,3,3,Single,0,1,0
50224,0,15,Mobile Phone,1,Debit Card,Female,2,3,2,Single,0,,0
50225,0,2,Computer,3,Debit Card,Male,3,3,3,Divorced,0,1,2
50226,0,15,Phone,2,COD,Male,,3,3,Married,1,1,0
50227,0,5,Phone,1,CC,Female,3,3,4,Divorced,0,1,7
50228,0,21,Mobile Phone,3,Credit Card,Female,3,3,3,Divorced,0,1,
50229,0,10,Mobile Phone,1,Credit Card,Male,2,2,5,Married,1,6,7
50230,0,3,Computer,3,COD,Female,2,3,3,Divorced,1,2,2
50231,0,0,Mobile Phone,3,Debit Card,Male,2,3,3,Divorced,0,7,7
50232,0,15,Mobile Phone,1,UPI,Male,3,4,2,Single,0,1,0
50233,1,,Computer,3,Cash on Delivery,Female,2,4,4,Single,1,1,2
50234,0,9,Computer,3,Credit Card,Female,2,3,2,Single,0,1,0
50235,0,9,Computer,3,Credit Card,Male,2,4,2,Divorced,0,1,12
50236,0,30,Mobile Phone,1,Credit Card,Male,2,3,3,Divorced,0,1,2
50237,0,,Phone,1,Debit Card,Female,2,2,3,Divorced,1,1,7
50238,0,0,Computer,3,CC,Male,2,3,2,Single,0,2,2
50239,1,0,Phone,3,E wallet,Female,,3,3,Single,1,1,0
50240,0,10,Phone,1,CC,Female,3,3,5,Divorced,0,1,3
50241,0,19,Computer,1,Credit Card,Female,1,3,3,Divorced,0,1,0
50242,1,4,Computer,3,E wallet,Male,2,3,4,Single,0,7,7
50243,0,23,Mobile Phone,1,Cash on Delivery,Male,3,4,2,Single,0,1,3
50244,1,3,Mobile Phone,3,E wallet,Male,3,4,3,Divorced,1,1,0
50245,0,4,Phone,1,Debit Card,Male,2,4,4,Single,1,2,2
50246,1,0,Phone,3,Debit Card,Female,,2,4,Single,0,1,0
50247,0,,Phone,1,Debit Card,Male,2,3,2,Single,0,1,2
50248,0,8,Mobile Phone,1,Debit Card,Male,3,4,4,Single,0,1,0
50249,0,0,Phone,1,Credit Card,Male,2,3,4,Married,0,1,4
50250,0,1,Mobile Phone,3,Debit Card,Male,3,3,2,Single,0,1,7
50251,0,22,Phone,1,UPI,Male,2,4,3,Single,0,1,0
50252,0,24,Phone,3,Debit Card,Female,2,3,2,Divorced,0,1,7
50253,0,9,Phone,1,Debit Card,Female,3,3,3,Divorced,0,2,2
50254,1,0,Computer,3,E wallet,Male,3,2,2,Single,1,1,4
50255,0,28,Mobile Phone,1,Debit Card,Female,3,3,2,Single,1,1,2
50256,0,0,Phone,3,E wallet,Female,3,3,3,Married,1,1,3
50257,0,3,Phone,3,COD,Male,3,3,4,Divorced,0,1,0
50258,1,0,Computer,1,COD,Male,,3,5,Single,0,1,4
50259,0,,Phone,1,CC,Female,2,3,4,Divorced,0,1,2
50260,0,9,Mobile Phone,3,Credit Card,Male,3,4,3,Divorced,0,9,0
50261,1,,Computer,1,COD,Male,2,3,2,Single,1,1,0
50262,0,10,Phone,1,Debit Card,Female,,3,5,Married,0,12,17
50263,0,13,Mobile Phone,3,E wallet,Female,2,3,4,Married,0,1,3
50264,0,15,Phone,1,Debit Card,Female,3,3,5,Married,0,1,2
50265,0,10,Phone,1,Debit Card,Male,2,3,4,Single,1,1,1
50266,0,16,Mobile Phone,1,Debit Card,Male,2,4,4,Married,0,,9
50267,0,13,Phone,1,CC,Female,3,4,3,Divorced,0,1,0
50268,0,27,Mobile Phone,1,Credit Card,Male,2,3,5,Divorced,0,1,2
50269,0,7,Computer,3,E wallet,Female,3,3,3,Divorced,0,1,2
50270,0,4,Phone,1,Credit Card,Female,2,3,5,Divorced,0,3,12
50271,0,,Computer,1,CC,Male,3,3,2,Divorced,0,1,2
50272,0,16,Phone,1,UPI,Female,3,3,3,Married,1,1,2
50273,0,0,Phone,3,Debit Card,Female,2,4,2,Single,1,1,3
50274,0,10,Computer,1,Credit Card,Female,3,3,3,Divorced,1,10,7
50275,0,,Phone,1,Debit Card,Male,3,4,5,Divorced,0,3,2
50276,0,12,Computer,1,Debit Card,Male,2,3,3,Married,1,1,6
50277,0,29,Computer,3,Debit Card,Female,2,2,5,Divorced,0,,7
50278,0,3,Mobile Phone,3,COD,Female,2,3,3,Single,0,4,4
50279,0,14,Mobile Phone,3,E wallet,Male,2,2,5,Divorced,0,1,7
50280,0,1,Phone,1,Credit Card,Male,3,3,5,Married,0,1,8
50281,1,0,Phone,1,Credit Card,Male,3,3,5,Divorced,0,1,2
50282,0,25,Mobile Phone,1,Credit Card,Male,2,4,3,Divorced,1,1,4
50283,0,18,Phone,1,Debit Card,Male,3,3,2,Divorced,0,1,2
50284,0,25,Mobile Phone,1,Debit Card,Female,1,3,2,Divorced,0,1,4
50285,0,15,Computer,1,Debit Card,Female,3,3,3,Married,0,1,2
50286,0,3,Mobile Phone,1,Debit Card,Female,2,5,2,Single,0,1,2
50287,0,30,Mobile Phone,1,Debit Card,Female,2,3,5,Divorced,0,11,10
50288,0,19,Phone,1,Credit Card,Female,2,3,3,Married,0,1,8
50289,0,15,Computer,1,COD,Female,2,4,2,Divorced,0,1,4
50290,1,0,Phone,3,COD,Female,3,3,4,Single,1,1,4
50291,1,0,Computer,3,E wallet,Female,2,5,3,Married,0,1,0
50292,0,,Computer,1,Debit Card,Male,2,3,2,Divorced,1,1,0
50293,0,13,Mobile Phone,3,Debit Card,Female,3,3,3,Divorced,0,1,12
50294,0,0,Phone,1,Debit Card,Female,,3,2,Married,0,1,2
50295,0,,Computer,1,Debit Card,Male,2,3,2,Divorced,0,1,4
50296,0,2,Mobile Phone,1,Credit Card,Male,3,4,3,Divorced,0,1,
50297,1,0,Phone,1,COD,Female,3,4,4,Divorced,0,1,1
50298,1,0,Phone,2,COD,Male,2,4,2,Single,0,1,0
50299,0,3,Computer,3,UPI,Female,3,3,5,Divorced,0,7,8
50300,0,30,Mobile Phone,3,E wallet,Male,2,4,2,Married,0,,0
50301,0,23,Mobile Phone,1,Debit Card,Male,2,4,3,Divorced,0,15,7
50302,0,3,Computer,1,CC,Female,2,3,2,Single,0,6,7
50303,0,30,Computer,3,E wallet,Female,3,4,5,Divorced,0,13,11
50304,0,20,Mobile Phone,1,Credit Card,Female,3,3,2,Married,0,1,4
50305,0,19,Mobile Phone,1,Debit Card,Male,2,3,3,Divorced,0,1,1
50306,0,8,Phone,1,Debit Card,Male,2,5,3,Single,0,4,3
50307,0,27,Phone,1,Debit Card,Female,2,3,3,Single,0,1,0
50308,0,7,Phone,1,Debit Card,Male,,4,3,Married,0,5,7
50309,0,19,Mobile Phone,3,E wallet,Female,3,4,2,Divorced,1,1,2
50310,0,4,Mobile Phone,1,Debit Card,Male,2,3,4,Married,0,1,8
50311,1,0,Mobile Phone,1,Credit Card,Male,2,3,3,Divorced,1,,7
50312,1,0,Phone,1,CC,Male,2,5,2,Married,0,1,3
50313,0,3,Phone,3,E wallet,Male,,3,4,Single,0,1,2
50314,0,8,Mobile Phone,1,Debit Card,Male,3,3,3,Divorced,1,1,0
50315,1,0,Computer,1,Debit Card,Male,3,3,3,Divorced,0,1,0
50316,1,0,Computer,2,UPI,Female,2,3,5,Married,1,1,2
50317,0,,Computer,1,UPI,Male,3,3,3,Divorced,0,2,0
50318,0,9,Computer,3,Credit Card,Male,2,3,2,Single,0,9,7
50319,1,0,Computer,1,COD,Male,2,4,3,Single,0,1,2
50320,0,21,Phone,3,E wallet,Female,2,3,2,Divorced,0,6,7
50321,0,28,Mobile Phone,3,Debit Card,Female,2,3,4,Single,0,7,7
50322,0,14,Computer,3,Debit Card,Male,2,3,2,Single,0,1,10
50323,0,8,Phone,3,E wallet,Male,2,3,3,Divorced,0,6,9
50324,0,13,Mobile Phone,1,Debit Card,Female,3,3,3,Single,0,,13
50325,0,12,Computer,1,Debit Card,Female,2,3,3,Divorced,0,1,7
50326,0,4,Mobile Phone,3,Debit Card,Male,3,3,2,Single,1,1,5
50327,0,15,Mobile Phone,1,Credit Card,Male,2,3,5,Divorced,1,5,8
50328,0,18,Phone,3,UPI,Male,3,3,4,Divorced,0,3,7
50329,1,0,Computer,2,Debit Card,Female,,3,3,Married,1,1,0
50330,0,2,Phone,1,COD,Male,2,3,2,Married,0,1,2
50331,0,6,Mobile Phone,1,Credit Card,Female,3,2,3,Married,0,1,5
50332,0,0,Mobile Phone,3,Debit Card,Male,2,4,2,Married,0,1,
50333,1,,Computer,3,E wallet,Male,3,3,4,Single,1,1,0
50334,0,13,Computer,3,UPI,Male,2,5,5,Married,0,1,
50335,0,14,Computer,1,UPI,Female,3,4,3,Single,1,1,7
50336,0,0,Phone,3,Credit Card,Male,2,3,3,Married,0,1,0
50337,0,8,Phone,3,Credit Card,Female,3,3,3,Single,0,1,3
50338,0,7,Mobile Phone,3,Debit Card,Male,3,2,2,Single,0,5,7
50339,1,0,Phone,1,COD,Male,3,5,2,Single,1,1,0
50340,0,10,Mobile Phone,1,COD,Female,2,3,2,Single,0,1,2
50341,0,19,Computer,1,Credit Card,Female,2,3,3,Divorced,0,1,2
50342,0,14,Mobile Phone,3,Debit Card,Female,3,3,5,Divorced,0,11,8
50343,0,10,Computer,3,Credit Card,Male,3,3,4,Married,0,7,7
50344,0,25,Mobile Phone,1,COD,Male,3,3,5,Married,1,6,9
50345,1,0,Computer,3,UPI,Male,2,2,3,Divorced,0,1,2
50346,0,0,Computer,3,CC,Male,2,3,2,Divorced,0,2,1
50347,0,11,Mobile Phone,1,Credit Card,Female,3,3,3,Divorced,0,1,0
50348,0,10,Mobile Phone,1,Debit Card,Female,3,3,4,Divorced,0,4,3
50349,0,22,Mobile Phone,1,Debit Card,Male,2,4,3,Married,1,1,9
50350,0,0,Phone,1,CC,Male,,2,2,Divorced,1,1,4
50351,0,0,Mobile Phone,3,E wallet,Male,3,3,4,Divorced,0,1,4
50352,0,,Phone,1,UPI,Male,3,4,4,Divorced,0,1,0
50353,0,23,Computer,2,Credit Card,Male,2,3,4,Divorced,0,10,7
50354,0,,Phone,3,CC,Male,2,3,3,Divorced,0,1,6
50355,1,0,Computer,1,Debit Card,Female,,3,3,Divorced,1,1,2
50356,1,,Computer,3,Debit Card,Male,3,4,5,Divorced,0,1,0
50357,0,7,Phone,1,Debit Card,Male,2,4,2,Divorced,1,1,3
50358,1,0,Phone,3,Credit Card,Male,2,3,5,Married,0,1,2
50359,0,8,Phone,1,UPI,Male,2,4,2,Single,0,1,2
